1608418125.03	2000	1.000000	0.000	28717	25	0
1608418127.00	20000	1.000000	0.977	11007815	1977	-29.2637274505
1608418128.84	16000	1.000000	0.840	9061343	1840	-14.8705047273
1608418129.53	16000	1.314351	0.000	2846282	686	16
1608418129.87	16000	1.969744	0.000	1379579	345	16
1608418130.29	20000	2.556380	0.000	1315024	413	16
1608418130.54	20000	3.303594	0.000	698359	253	20
1608418130.80	20000	4.040233	0.000	730082	263	20
1608418131.76	20000	4.082424	0.000	4047415	958	20
1608418132.78	20000	4.065928	0.000	2863079	1016	20
1608418134.61	20000	3.229786	0.000	4167844	1836	20
1608418140.75	20000	1.000000	2.905	5571764	6134	-72.947328
1608418142.70	16000	1.000000	0.952	3844696	1952	-18.4510603636
1608418143.46	16000	1.242032	0.000	1630440	758	16
1608418144.25	16000	1.444240	0.000	1712120	798	16
1608418145.10	20000	1.599417	0.000	2211169	845	16
1608418145.42	20000	2.273780	0.000	382046	326	20
1608418147.59	20000	1.109514	0.000	1113969	2164	20
1608418148.09	20000	1.610369	0.000	820127	499	20
1608418149.00	20000	1.698027	0.000	6357933	912	20
1608418150.66	16000	1.036656	0.000	3858422	1661	12
1608418151.59	16000	1.108319	0.000	2713103	928	16
1608418152.42	16000	1.274016	0.000	3070467	834	16
1608418153.22	16000	1.481484	0.000	3391518	793	16
1608418153.75	16000	1.951071	0.000	2424462	530	16
1608418154.20	16000	2.500539	0.000	1798203	451	16
1608418157.48	20000	1.000000	0.777	9946363	3278	-8.86982278646
1608418159.00	16000	1.000000	0.530	9808342	1530	-4.94789475933
1608418159.30	16000	1.702531	0.000	1491397	297	16
1608418159.68	20000	2.321081	0.000	1942795	381	16
1608418160.02	20000	2.980530	0.000	1704756	341	20
1608418160.41	20000	3.593587	0.000	1697111	387	20
1608418160.76	20000	4.242897	0.000	1529441	351	20
1608418161.14	20000	4.864812	0.000	1568649	378	20
1608418161.58	20000	5.425407	0.000	1677618	439	20
1608418161.95	20000	6.051633	0.000	1415096	374	20
1608418162.48	20000	6.528337	0.000	1894067	523	20
1608418162.81	20000	7.191909	0.000	1186604	336	20
