1608418125.03	2000	1.000000	0.000	28717	25	0
1608418127.00	20000	1.000000	0.977	11007815	1977	-29.2637274505
1608418128.84	16000	1.000000	0.840	9061343	1840	-14.8705047273
1608418129.61	20000	1.233213	0.000	3191121	767	16
1608418130.03	20000	1.814062	0.000	1661718	419	20
1608418130.49	20000	2.355721	0.000	1315024	458	20
1608418130.74	20000	3.102934	0.000	698359	253	20
1608418131.00	20000	3.840356	0.000	730082	263	20
1608418131.90	20000	3.945239	0.000	4047415	895	20
1608418133.05	20000	3.790713	0.000	2863079	1155	20
1608418134.84	20000	3.001794	0.000	4167844	1789	20
1608418141.25	20000	1.000000	3.408	5571764	6410	-89.0492525714
1608418143.48	20000	1.000000	1.229	4925652	2229	-19.3293372952
1608418144.38	20000	1.099469	0.000	2030157	901	20
1608418145.41	20000	1.067933	0.000	2240782	1032	20
1608418148.12	20000	1.000000	1.644	2211169	2712	-32.6115732211
1608418148.20	20000	1.926380	0.000	382046	74	20
1608418148.37	20000	2.750033	0.000	1113969	176	20
1608418148.51	20000	3.614927	0.000	820127	135	20
1608418150.30	20000	2.825296	0.000	6357933	1790	20
1608418151.96	20000	2.166466	0.000	4814284	1659	20
1608418152.79	20000	2.336352	0.000	3419258	830	20
1608418153.66	20000	2.465588	0.000	3944328	871	20
1608418154.79	20000	2.336833	0.000	4284196	1129	20
1608418156.51	20000	1.613792	0.000	3022025	1723	20
1608418157.10	20000	2.025144	0.000	2248581	589	20
1608418158.63	20000	1.496837	0.000	9946363	1528	20
1608418160.88	20000	1.000000	0.753	11684632	2250	-4.10965442579
1608418161.34	20000	1.533791	0.000	1849732	466	20
1608418161.85	20000	2.028092	0.000	1942795	506	20
1608418162.31	20000	2.562285	0.000	1704756	466	20
1608418162.79	20000	3.089722	0.000	1697111	473	20
1608418164.04	20000	2.834142	0.000	1529441	1256	20
1608418164.43	20000	3.445048	0.000	1568649	389	20
1608418164.85	20000	4.030314	0.000	1677618	415	20
1608418165.19	20000	4.688396	0.000	1415096	342	20
1608418165.63	20000	5.247492	0.000	1894067	441	20
