1608418125.03	2000	1.000000	0.000	28717	25	0
1608418127.00	20000	1.000000	0.977	11007815	1977	-29.2637274505
1608418128.79	20000	1.000000	0.791	8849724	1791	-5.3226628987
1608418129.56	20000	1.234635	0.000	3191121	765	20
1608418129.97	20000	1.823643	0.000	1661718	411	20
1608418130.42	20000	2.369557	0.000	1315024	454	20
1608418130.68	20000	3.116771	0.000	698359	253	20
1608418130.94	20000	3.853410	0.000	730082	263	20
1608418131.52	16000	4.275616	0.000	2514829	578	12
1608418131.94	16000	4.853199	0.000	1861181	422	16
1608418133.14	16000	4.655189	0.000	2835412	1198	16
1608418135.40	20000	3.397518	0.000	5571764	2258	16
1608418141.78	20000	1.000000	2.990	4925652	6388	-75.6872338286
1608418142.03	4000	1.755841	0.000	420093	244	-12
1608418142.21	4000	2.578610	0.000	432386	177	4
1608418142.38	4000	3.401939	0.000	430845	177	4
1608418142.49	16000	4.293549	0.000	243072	108	4
1608418142.80	16000	4.984901	0.000	793783	309	16
1608418143.02	16000	5.765898	0.000	531720	219	16
1608418145.29	16000	4.490889	0.000	5045162	2275	16
1608418148.33	16000	2.450410	0.000	3858422	3040	16
1608418148.65	12000	3.138054	0.000	2083035	312	8
1608418148.99	12000	3.797864	0.000	2281353	340	12
1608418150.14	12000	3.638784	0.000	2599148	1159	12
1608418150.94	12000	3.848307	0.000	1926191	790	12
1608418151.40	12000	4.378862	0.000	1427209	469	12
1608418152.65	8000	4.130040	0.000	4647286	1249	4
1608418154.49	12000	3.297578	0.000	7838407	1832	8
1608418155.19	20000	3.590047	0.000	1849732	708	12
1608418156.43	20000	3.353641	0.000	1942795	1236	20
1608418156.96	20000	3.828528	0.000	1704756	525	20
1608418157.24	20000	4.544668	0.000	1697111	284	20
1608418157.49	20000	5.298084	0.000	1529441	247	20
1608418157.74	20000	6.045692	0.000	1568649	252	20
1608418158.01	20000	6.776774	0.000	1677618	269	20
1608418158.25	20000	7.534798	0.000	1415096	242	20
1608418158.57	20000	8.217689	0.000	1894067	317	20
1608418158.77	20000	9.011555	0.000	1186604	206	20
