#{"t_start": 1772874617.7311068, "env_id": "None"}
r,l,t
31.243661,47,94.630363
39.327264,47,94.671003
46.050002,47,94.715106
46.050002,47,95.89964
44.950002,47,95.940761
47.828756,47,95.982521
46.500002,47,96.023502
44.700002,47,96.065817
48.300002,47,96.114787
46.500002,47,96.160848
40.650002,47,96.201887
46.050002,47,96.243897
45.150002,47,96.284397
46.500002,47,96.326948
42.000002,47,96.368563
44.500002,47,96.412239
46.500002,47,96.454825
47.200002,47,96.494973
43.350002,47,96.53795
41.550002,47,96.57836
46.500002,47,96.619171
45.150002,47,96.660127
43.350002,47,96.702498
46.500002,47,96.744235
44.050002,47,96.789226
42.000002,47,96.837897
46.050002,47,96.880743
43.800002,47,96.921193
44.250002,47,96.962075
43.150002,47,97.003285
46.500002,47,97.043774
44.700002,47,97.085493
44.700002,47,97.126533
45.150002,47,97.167191
44.250002,47,97.208069
45.600002,47,97.250927
41.350002,47,97.291636
46.950002,47,97.338531
45.600002,47,97.380521
43.600002,47,97.426126
41.550002,47,97.466342
43.800002,47,97.508058
42.000002,47,97.550326
47.850002,47,97.59284
45.150002,47,97.639087
42.450002,47,97.682944
44.500002,47,97.726834
45.600002,47,98.964848
46.500002,47,99.006586
46.500002,47,99.047809
40.9405,47,99.089326
47.850002,47,99.132313
49.200002,47,99.173674
47.200002,47,99.214994
47.400002,47,99.256852
45.600002,47,99.298489
46.950002,47,99.34123
45.600002,47,99.382806
47.400002,47,99.431045
43.600002,47,99.472575
45.600002,47,99.513701
44.129346,47,99.554876
46.500002,47,99.5953
46.050002,47,99.63788
45.150002,47,99.682558
45.150002,47,99.731813
47.400002,47,99.783494
41.285354,47,99.828866
43.800002,47,99.869173
42.900002,47,99.916043
38.442837,47,99.965419
45.150002,47,100.006888
48.266607,47,100.050097
46.050002,47,100.093258
46.050002,47,100.134231
30.87632,47,100.175091
43.482526,47,100.216206
47.850002,47,100.258363
47.850002,47,100.299433
48.750002,47,100.341498
44.250002,47,100.383604
46.500002,47,100.429926
49.650002,47,100.470182
46.050002,47,100.510253
48.300002,47,100.55108
46.050002,47,100.591297
47.850002,47,100.633049
46.950002,47,100.673901
43.800002,47,100.715214
44.700002,47,100.75618
48.550002,47,100.798717
45.600002,47,102.324502
48.300002,47,102.384753
47.255848,47,102.450086
49.200002,47,102.512505
47.850002,47,102.57387
49.200002,47,102.632852
40.540693,47,102.685331
46.500002,47,102.732731
46.950002,47,102.784398
47.850002,47,102.832127
36.569131,47,102.880488
44.250002,47,102.931505
47.200002,47,102.98076
50.550002,47,103.029705
45.150002,47,103.078284
44.587239,47,103.140785
46.500002,47,103.193366
41.344828,47,103.242124
45.600002,47,103.290757
42.982729,47,103.344578
48.300002,47,103.401404
45.79628,47,103.458203
48.300002,47,103.508955
46.050002,47,103.563239
46.500002,47,103.618432
47.400002,47,103.667571
46.050002,47,103.720441
44.7622,47,103.76976
49.200002,47,103.831307
46.500002,47,103.892957
47.400002,47,103.953835
48.750002,47,104.002343
49.200002,47,104.052968
47.850002,47,104.104121
48.750002,47,104.157211
49.701306,47,104.214117
38.074355,47,104.267014
49.200002,47,104.319117
46.500002,47,104.368092
48.300002,47,104.422882
44.950002,47,104.47269
46.950002,47,104.520038
47.400002,47,104.567104
47.850002,47,106.331194
41.827044,47,106.380898
49.200002,47,106.433459
47.850002,47,106.474887
47.400002,47,106.517682
47.400002,47,106.559706
49.650002,47,106.601609
49.200002,47,106.643976
49.200002,47,106.686399
47.850002,47,106.729317
48.750002,47,106.771823
46.950002,47,106.813453
50.550002,47,106.855183
47.400002,47,106.898179
47.747657,47,106.940627
48.300002,47,106.983184
47.850002,47,107.024013
46.950002,47,107.064949
48.750002,47,107.105862
46.950002,47,107.14642
44.250002,47,107.187818
42.99446,47,107.231113
48.300002,47,107.273399
50.100002,47,107.314776
47.400002,47,107.357301
46.950002,47,107.40383
48.750002,47,107.45976
45.1519,47,107.50101
46.950002,47,107.541209
48.750002,47,107.581363
47.850002,47,107.622031
42.926581,47,107.662265
49.200002,47,107.70373
46.950002,47,107.744939
47.850002,47,107.787359
47.400002,47,107.82824
47.850002,47,107.868372
47.670808,47,107.91339
47.850002,47,107.957607
43.792008,47,108.000975
45.600002,47,108.041651
46.050002,47,108.084656
43.010297,47,108.126079
47.850002,47,108.167247
48.750002,47,109.435191
50.100002,47,109.475747
48.300002,47,109.526861
50.100002,47,109.567873
49.650002,47,109.609442
49.650002,47,109.650986
48.750002,47,109.691889
46.785633,47,109.734483
48.750002,47,109.776683
49.200002,47,109.819485
34.221035,47,109.859977
50.100002,47,109.901616
46.950002,47,109.942417
48.300002,47,109.983929
43.514609,47,110.025011
47.850002,47,110.068799
49.200002,47,110.117859
46.950002,47,110.164313
49.200002,47,110.205066
49.200002,47,110.254408
50.100002,47,110.302856
49.200002,47,110.345342
50.550002,47,110.388619
48.750002,47,110.436431
47.400002,47,110.477445
46.500002,47,110.519825
47.850002,47,110.573151
48.750002,47,110.616133
47.400002,47,110.657296
49.200002,47,110.698989
49.450002,47,110.740474
47.300929,47,110.783216
49.650002,47,110.824629
50.100002,47,110.865801
48.300002,47,110.907745
47.850002,47,110.949176
49.650002,47,110.992748
48.750002,47,111.034956
49.200002,47,111.076351
47.850002,47,111.125795
47.850002,47,111.167026
47.850002,47,111.207822
47.850002,47,111.249817
47.850002,47,112.843797
49.200002,47,112.886032
49.650002,47,112.929609
50.550002,47,112.9712
48.300002,47,113.22021
48.750002,47,113.377565
48.300002,47,113.446461
49.200002,47,113.494841
48.300002,47,113.543358
49.200002,47,113.591517
48.300002,47,113.642123
49.200002,47,113.696516
48.300002,47,113.73873
49.408397,47,113.781697
48.750002,47,113.82349
49.650002,47,113.864124
50.284318,47,113.906618
48.750002,47,113.947936
48.750002,47,113.98911
48.750002,47,114.031738
49.650002,47,114.073014
50.550002,47,114.114823
49.200002,47,114.156191
50.550002,47,114.19736
47.409789,47,114.240174
48.300002,47,114.282156
49.650002,47,114.324047
50.100002,47,114.365499
47.032408,47,114.410672
50.550002,47,114.454381
49.650002,47,114.495981
43.265657,47,114.538089
49.200002,47,114.579396
48.750002,47,114.621604
49.200002,47,114.662551
50.550002,47,114.713665
49.408397,47,114.75955
45.974667,47,114.802827
50.550002,47,114.844485
50.550002,47,114.885295
50.550002,47,114.927149
49.408397,47,114.967795
44.866967,47,115.009721
48.750002,47,115.055103
49.200002,47,116.355165
48.750002,47,116.412772
50.550002,47,116.467862
48.750002,47,116.521221
49.650002,47,116.57241
47.850002,47,116.620813
47.850002,47,116.66926
50.550002,47,116.717473
49.650002,47,116.768538
50.100002,47,116.82247
50.550002,47,116.873183
50.100002,47,116.922592
50.806615,47,116.971643
50.550002,47,117.022666
49.200002,47,117.072572
50.100002,47,117.121637
48.750002,47,117.173741
50.100002,47,117.221037
49.650002,47,117.268493
48.300002,47,117.315856
49.200002,47,117.362308
45.600002,47,117.411999
50.100002,47,117.462053
50.100002,47,117.50859
49.650002,47,117.555065
48.300002,47,117.601815
48.300002,47,117.648557
50.100002,47,117.695187
49.200002,47,117.742071
50.870836,47,117.789778
50.550002,47,117.8363
50.100002,47,117.894286
49.650002,47,117.954421
48.300002,47,118.008864
50.550002,47,118.065329
49.200002,47,118.11899
50.100002,47,118.173918
49.200002,47,118.230143
50.100002,47,118.280087
46.692128,47,118.331787
49.650002,47,118.381197
49.650002,47,118.433407
50.100002,47,118.48332
49.650002,47,120.283195
50.550002,47,120.341067
50.100002,47,120.411796
50.550002,47,120.469337
49.200002,47,120.52149
49.408397,47,120.581002
49.650002,47,120.645562
50.550002,47,120.702292
47.400002,47,120.756202
48.748704,47,120.80161
49.650002,47,120.842262
50.100002,47,120.883431
49.650002,47,120.925823
50.550002,47,120.967379
50.100002,47,121.009112
49.200002,47,121.049534
48.813742,47,121.092299
50.550002,47,121.134324
50.100002,47,121.18051
49.650002,47,121.227442
50.100002,47,121.269172
50.100002,47,121.310824
50.100002,47,121.35256
50.100002,47,121.394079
48.750002,47,121.442571
49.650002,47,121.483271
50.100002,47,121.5237
50.550002,47,121.564659
44.714202,47,121.605131
49.650002,47,121.645518
49.650002,47,121.6866
49.650002,47,121.72735
48.750002,47,121.7684
50.550002,47,121.810281
50.550002,47,121.850765
50.100002,47,121.891137
49.650002,47,121.932227
50.870836,47,121.97357
49.650002,47,122.016377
50.550002,47,122.057609
50.550002,47,122.100716
45.974667,47,122.142141
50.870836,47,122.183999
50.550002,47,122.234468
50.870836,47,123.486857
50.100002,47,123.528209
50.550002,47,123.569295
50.550002,47,123.61057
50.100002,47,123.652803
50.100002,47,123.694283
50.100002,47,123.737286
50.550002,47,123.7821
50.550002,47,123.824668
50.100002,47,123.869174
50.100002,47,123.912744
50.550002,47,123.957996
50.550002,47,123.999909
43.766295,47,124.041156
50.550002,47,124.088406
50.550002,47,124.13187
50.100002,47,124.172645
50.550002,47,124.213345
50.100002,47,124.256646
50.100002,47,124.297749
50.100002,47,124.348714
50.100002,47,124.389745
49.650002,47,124.43629
49.408397,47,124.477184
49.650002,47,124.517715
50.100002,47,124.558191
50.100002,47,124.598427
50.100002,47,124.639557
50.100002,47,124.680026
49.05443,47,124.727484
50.550002,47,124.776793
50.550002,47,124.82733
50.550002,47,124.87534
50.550002,47,124.923579
49.200002,47,124.969825
50.100002,47,125.011241
50.550002,47,125.056314
49.650002,47,125.097683
50.550002,47,125.140239
50.100002,47,125.181108
50.100002,47,125.22216
50.100002,47,125.263821
50.870836,47,125.304216
49.200002,47,125.347283
49.650002,47,126.656178
50.550002,47,126.696603
50.550002,47,126.737277
50.550002,47,126.778686
50.550002,47,126.82075
50.550002,47,126.86164
50.100002,47,126.902858
46.540939,47,126.945115
50.550002,47,126.986763
50.100002,47,127.02807
50.550002,47,127.070116
50.100002,47,127.113309
50.550002,47,127.155547
48.750002,47,127.196168
50.550002,47,127.240597
50.100002,47,127.283583
45.302402,47,127.325609
50.550002,47,127.368229
50.550002,47,127.413231
50.550002,47,127.467036
49.650002,47,127.50824
50.100002,47,127.549187
50.550002,47,127.590329
50.100002,47,127.631876
50.100002,47,127.672776
50.550002,47,127.716054
50.550002,47,127.757915
48.750002,47,127.80205
48.300002,47,127.84321
44.866967,47,127.883218
50.550002,47,127.925092
50.550002,47,127.966437
50.550002,47,128.008384
50.550002,47,128.052767
50.100002,47,128.095306
50.550002,47,128.13748
50.550002,47,128.177911
50.550002,47,128.219159
50.100002,47,128.26322
50.550002,47,128.304284
45.302402,47,128.345134
50.550002,47,128.38611
50.550002,47,128.432923
50.550002,47,129.771993
50.550002,47,129.814407
50.550002,47,129.856181
48.750002,47,129.897393
50.550002,47,129.939338
50.100002,47,129.981216
50.550002,47,130.023139
50.550002,47,130.066206
50.100002,47,130.108205
49.650002,47,130.150998
50.550002,47,130.192213
50.550002,47,130.23417
49.650002,47,130.275922
49.650002,47,130.316977
50.100002,47,130.35848
49.200002,47,130.400165
50.100002,47,130.446532
50.550002,47,130.488537
50.550002,47,130.530141
49.650002,47,130.580572
49.650002,47,130.623453
50.550002,47,130.672018
49.650002,47,130.713403
45.974667,47,130.754749
49.650002,47,130.805987
50.550002,47,130.864407
50.100002,47,130.920649
49.650002,47,130.972016
50.100002,47,131.025231
48.750002,47,131.073164
45.974667,47,131.125509
49.650002,47,131.182034
50.550002,47,131.230316
50.550002,47,131.279776
14.979756,47,131.328597
50.550002,47,131.377578
50.550002,47,131.4274
50.550002,47,131.482773
50.550002,47,131.531916
50.550002,47,131.584434
50.550002,47,131.635481
50.550002,47,131.688033
50.100002,47,131.735544
50.550002,47,131.788118
49.650002,47,133.52722
50.550002,47,133.575897
50.550002,47,133.623975
50.100002,47,133.671722
50.100002,47,133.720449
49.650002,47,133.770197
50.550002,47,133.826456
50.550002,47,133.880414
50.550002,47,133.928791
50.100002,47,133.978605
50.550002,47,134.027519
50.550002,47,134.076649
50.550002,47,134.124688
50.550002,47,134.175086
50.550002,47,134.225072
50.284318,47,134.273564
50.550002,47,134.32177
50.550002,47,134.370139
50.550002,47,134.420052
50.550002,47,134.469964
45.974667,47,134.518897
50.550002,47,134.56583
45.974667,47,134.616133
50.100002,47,134.669698
50.100002,47,134.725595
48.750002,47,134.778863
49.650002,47,134.830824
50.550002,47,134.884438
50.550002,47,134.942579
50.550002,47,134.995814
50.550002,47,135.054294
50.550002,47,135.109776
48.750002,47,135.160558
51.000002,47,135.218028
50.550002,47,135.272291
50.550002,47,135.326132
50.100002,47,135.37913
50.550002,47,135.437009
50.550002,47,135.481385
49.650002,47,135.522999
50.550002,47,135.563586
50.550002,47,135.604362
50.550002,47,135.645407
50.550002,47,136.906036
50.100002,47,136.949431
50.550002,47,137.001306
48.750002,47,137.043786
50.100002,47,137.086722
50.550002,47,137.128435
50.550002,47,137.170537
50.550002,47,137.213828
50.550002,47,137.258282
49.650002,47,137.300215
50.550002,47,137.342142
50.100002,47,137.38407
50.550002,47,137.431462
50.550002,47,137.472097
50.550002,47,137.514368
33.903215,47,137.555249
50.100002,47,137.595824
50.550002,47,137.638508
50.100002,47,137.67958
50.550002,47,137.72234
51.000002,47,137.765569
46.359173,47,137.809423
50.550002,47,137.857738
50.550002,47,137.901352
50.100002,47,137.951585
49.200002,47,137.998405
50.550002,47,138.045967
49.650002,47,138.08759
48.750002,47,138.128034
50.550002,47,138.169537
50.550002,47,138.211633
50.100002,47,138.252836
50.100002,47,138.29612
50.100002,47,138.337721
49.650002,47,138.380166
50.550002,47,138.427106
49.200002,47,138.467719
50.550002,47,138.517169
50.550002,47,138.562711
50.550002,47,138.604347
50.100002,47,138.645438
49.650002,47,138.687183
50.100002,47,138.728869
50.100002,47,138.77027
50.100002,47,140.01664
50.550002,47,140.058338
50.550002,47,140.109304
50.550002,47,140.150087
50.550002,47,140.190832
50.550002,47,140.236398
50.550002,47,140.279578
50.550002,47,140.320951
50.550002,47,140.363002
50.550002,47,140.409613
50.550002,47,140.454164
50.550002,47,140.495086
50.550002,47,140.539538
50.550002,47,140.587785
50.550002,47,140.636371
50.550002,47,140.681454
50.550002,47,140.722943
50.550002,47,140.764039
48.750002,47,140.805485
50.550002,47,140.846713
50.550002,47,140.887271
50.550002,47,140.929509
50.550002,47,140.972251
50.550002,47,141.01475
50.550002,47,141.057741
48.297849,47,141.099219
50.550002,47,141.152782
50.550002,47,141.194089
50.550002,47,141.23837
50.550002,47,141.280526
50.100002,47,141.323173
50.550002,47,141.366343
49.650002,47,141.409946
50.550002,47,141.453733
49.650002,47,141.493913
49.650002,47,141.537596
50.550002,47,141.57958
50.550002,47,141.621888
50.550002,47,141.662934
50.100002,47,141.704757
50.550002,47,141.745902
50.550002,47,141.787092
50.550002,47,141.828077
50.550002,47,143.050303
50.550002,47,143.091896
49.650002,47,143.132615
49.650002,47,143.181384
50.550002,47,143.244387
50.100002,47,143.293066
50.550002,47,143.3412
49.650002,47,143.390404
50.550002,47,143.445918
49.650002,47,143.493541
50.100002,47,143.54451
49.650002,47,143.593532
50.550002,47,143.642545
50.100002,47,143.696188
50.100002,47,143.74957
50.550002,47,143.793802
50.100002,47,143.835222
50.100002,47,143.876138
50.550002,47,143.918012
50.100002,47,143.959417
50.550002,47,144.002125
50.550002,47,144.043255
50.550002,47,144.085519
50.550002,47,144.128738
50.550002,47,144.172548
50.550002,47,144.212739
50.550002,47,144.264925
50.550002,47,144.307383
47.850002,47,144.348669
50.100002,47,144.390145
50.550002,47,144.436131
49.650002,47,144.476002
50.550002,47,144.517533
50.550002,47,144.558859
49.650002,47,144.599256
50.100002,47,144.640085
50.550002,47,144.680693
50.100002,47,144.722183
49.650002,47,144.770221
50.100002,47,144.81325
49.650002,47,144.85379
45.974667,47,144.895124
50.550002,47,144.937557
50.100002,47,144.981737
49.408397,47,146.571377
49.650002,47,146.618948
50.550002,47,146.66618
50.100002,47,146.715222
49.650002,47,146.763345
49.650002,47,146.811784
50.550002,47,146.859734
50.100002,47,146.90829
50.100002,47,146.966416
50.100002,47,147.015668
50.550002,47,147.063804
50.550002,47,147.111828
50.100002,47,147.159456
50.550002,47,147.208385
50.550002,47,147.25851
50.100002,47,147.310372
50.100002,47,147.370001
50.550002,47,147.443135
50.550002,47,147.517909
50.100002,47,147.58701
50.550002,47,147.653365
50.550002,47,147.70793
50.550002,47,147.768743
50.100002,47,147.819247
50.550002,47,147.870207
50.550002,47,147.919298
50.100002,47,147.967905
50.100002,47,148.016226
50.100002,47,148.064912
50.550002,47,148.114009
50.100002,47,148.163437
50.550002,47,148.211327
50.100002,47,148.260572
49.200002,47,148.310916
50.100002,47,148.359855
50.550002,47,148.413511
50.100002,47,148.461791
50.100002,47,148.522699
50.550002,47,148.577382
50.550002,47,148.626587
48.300002,47,148.674947
50.550002,47,148.724768
50.550002,47,148.772982
50.100002,47,148.822657
50.550002,47,150.502259
50.550002,47,150.544585
50.100002,47,150.588207
50.550002,47,150.630114
50.550002,47,150.682131
50.550002,47,150.723381
50.550002,47,150.76412
50.550002,47,150.805546
50.550002,47,150.845852
50.550002,47,150.887175
48.569234,47,150.929348
50.550002,47,150.972002
49.650002,47,151.014868
50.550002,47,151.055875
50.550002,47,151.097779
50.550002,47,151.138733
50.550002,47,151.179014
50.100002,47,151.22038
50.550002,47,151.26155
50.550002,47,151.304009
50.100002,47,151.347506
50.284318,47,151.390367
49.650002,47,151.439206
50.550002,47,151.482792
50.550002,47,151.52388
50.550002,47,151.56976
50.100002,47,151.612285
50.550002,47,151.653777
50.100002,47,151.702472
50.550002,47,151.747958
49.200002,47,151.790038
49.650002,47,151.83153
49.650002,47,151.872696
50.100002,47,151.915144
49.650002,47,151.955764
50.550002,47,152.000932
50.550002,47,152.043298
50.550002,47,152.085696
49.200002,47,152.12816
50.550002,47,152.169575
50.100002,47,152.210371
50.284318,47,152.253437
50.550002,47,152.295321
50.550002,47,153.56802
44.171625,47,153.609968
50.550002,47,153.652715
50.550002,47,153.694592
50.550002,47,153.736385
50.550002,47,153.783078
50.100002,47,153.828266
50.100002,47,153.873356
50.550002,47,153.917856
50.100002,47,153.958572
50.550002,47,153.999802
50.550002,47,154.040087
50.550002,47,154.080827
50.550002,47,154.12142
50.550002,47,154.161863
50.100002,47,154.202347
50.550002,47,154.243562
50.550002,47,154.283945
50.550002,47,154.325714
45.974667,47,154.367514
50.550002,47,154.410879
50.100002,47,154.454231
50.550002,47,154.494245
50.550002,47,154.535228
50.550002,47,154.5771
50.550002,47,154.618032
50.550002,47,154.658938
50.550002,47,154.700596
50.550002,47,154.741565
50.550002,47,154.789271
50.550002,47,154.849325
47.305602,47,154.89136
50.550002,47,154.93312
49.650002,47,154.97488
50.550002,47,155.015858
50.550002,47,155.0569
50.550002,47,155.098325
50.550002,47,155.138881
50.550002,47,155.179747
50.100002,47,155.221142
50.100002,47,155.262248
50.550002,47,155.303216
50.550002,47,155.346134
50.550002,47,155.387983
45.974667,47,156.606594
50.550002,47,156.649804
50.550002,47,156.692131
45.974667,47,156.734334
45.974667,47,156.775933
50.550002,47,156.819145
50.550002,47,156.861328
50.550002,47,156.911668
50.550002,47,156.955394
50.550002,47,156.998863
50.550002,47,157.040488
45.974667,47,157.082313
48.569234,47,157.123607
50.550002,47,157.165242
50.550002,47,157.206195
50.550002,47,157.249279
50.550002,47,157.2908
45.974667,47,157.334664
45.283254,47,157.377565
50.550002,47,157.425477
50.100002,47,157.467529
45.1519,47,157.509431
50.550002,47,157.551217
51.000002,47,157.593473
50.100002,47,157.635386
50.550002,47,157.676947
50.550002,47,157.717958
45.974667,47,157.760029
50.550002,47,157.80296
45.974667,47,157.843397
50.550002,47,157.883817
50.550002,47,157.926838
50.550002,47,157.977475
50.550002,47,158.018698
50.100002,47,158.059951
50.550002,47,158.101197
51.000002,47,158.141836
45.974667,47,158.18286
50.550002,47,158.224166
50.550002,47,158.264702
50.550002,47,158.305253
50.550002,47,158.347671
50.550002,47,158.388588
50.550002,47,159.645609
50.550002,47,159.687738
50.550002,47,159.730557
50.550002,47,159.772692
50.550002,47,159.816303
50.550002,47,159.864605
50.550002,47,159.913484
50.550002,47,159.961351
50.550002,47,160.007181
50.550002,47,160.05747
45.974667,47,160.100592
50.550002,47,160.158055
50.100002,47,160.216153
50.550002,47,160.271337
49.650002,47,160.323827
50.550002,47,160.377303
46.814787,47,160.435549
50.284318,47,160.488847
50.100002,47,160.537718
50.550002,47,160.587285
50.550002,47,160.636555
50.100002,47,160.685858
50.550002,47,160.735667
50.550002,47,160.784651
50.550002,47,160.833407
50.550002,47,160.881599
50.550002,47,160.930224
50.100002,47,160.979427
50.550002,47,161.028233
50.550002,47,161.087212
50.550002,47,161.138026
50.550002,47,161.185615
50.100002,47,161.234144
50.550002,47,161.282467
50.550002,47,161.330104
37.34887,47,161.380841
50.550002,47,161.433486
50.550002,47,161.481827
50.550002,47,161.529612
50.550002,47,161.578155
50.550002,47,161.628726
50.284318,47,161.677615
50.550002,47,161.730968
50.100002,47,161.783858
50.100002,47,163.614688
50.550002,47,163.662907
50.550002,47,163.71222
49.650002,47,163.760012
45.974667,47,163.808809
50.100002,47,163.862798
50.550002,47,163.917207
50.550002,47,163.976015
49.650002,47,164.02678
45.974667,47,164.080189
50.550002,47,164.129691
45.974667,47,164.182787
50.550002,47,164.240322
50.100002,47,164.295459
50.550002,47,164.356133
50.550002,47,164.425756
50.550002,47,164.486445
50.550002,47,164.540971
45.974667,47,164.594173
50.100002,47,164.651316
50.550002,47,164.695954
50.550002,47,164.737832
50.550002,47,164.779798
50.550002,47,164.821355
50.550002,47,164.864006
50.550002,47,164.907911
50.550002,47,164.948182
50.550002,47,164.989328
50.100002,47,165.030817
50.550002,47,165.07294
50.550002,47,165.122316
50.550002,47,165.163849
50.100002,47,165.204713
50.550002,47,165.24646
49.650002,47,165.287649
51.000002,47,165.328406
50.550002,47,165.370059
50.550002,47,165.415929
50.550002,47,165.468043
50.550002,47,165.50881
50.550002,47,165.54943
50.550002,47,165.590194
50.550002,47,165.634238
50.550002,47,165.674921
50.550002,47,166.94887
50.550002,47,166.991457
50.550002,47,167.033044
50.100002,47,167.074729
50.550002,47,167.116316
50.550002,47,167.15854
50.550002,47,167.19973
50.550002,47,167.243408
50.100002,47,167.285838
50.100002,47,167.326938
50.550002,47,167.369336
50.550002,47,167.414093
50.550002,47,167.457015
50.550002,47,167.497221
50.550002,47,167.548038
50.550002,47,167.590409
50.100002,47,167.633682
50.550002,47,167.673889
50.550002,47,167.715215
50.550002,47,167.75711
50.550002,47,167.800496
50.550002,47,167.841894
50.100002,47,167.882511
50.550002,47,167.925203
50.550002,47,167.967519
50.550002,47,168.008323
50.550002,47,168.048344
50.550002,47,168.09034
50.550002,47,168.131321
50.100002,47,168.17223
50.550002,47,168.212849
50.550002,47,168.254617
50.550002,47,168.295847
50.100002,47,168.336988
50.550002,47,168.378276
50.550002,47,168.425259
50.550002,47,168.466272
50.550002,47,168.508963
49.650002,47,168.555369
50.550002,47,168.604615
50.100002,47,168.648423
50.550002,47,168.69375
50.550002,47,168.735504
50.550002,47,170.006317
50.550002,47,170.048472
50.550002,47,170.091166
50.550002,47,170.131567
45.974667,47,170.172856
50.550002,47,170.221854
50.550002,47,170.264282
50.100002,47,170.307278
50.550002,47,170.357092
50.550002,47,170.409802
45.974667,47,170.462332
50.550002,47,170.510163
50.550002,47,170.559427
50.550002,47,170.608277
50.550002,47,170.66862
50.550002,47,170.713781
50.550002,47,170.754895
50.550002,47,170.797871
50.550002,47,170.839088
50.550002,47,170.879351
50.550002,47,170.921384
50.550002,47,170.964003
50.550002,47,171.005875
50.550002,47,171.046353
50.550002,47,171.087595
50.550002,47,171.129097
50.550002,47,171.170362
50.550002,47,171.211746
50.100002,47,171.253822
50.550002,47,171.296141
50.550002,47,171.337995
50.550002,47,171.380535
50.550002,47,171.429822
50.550002,47,171.473519
50.550002,47,171.514066
50.100002,47,171.555834
50.550002,47,171.596246
45.974667,47,171.638769
50.550002,47,171.685284
50.550002,47,171.730474
50.550002,47,171.772292
50.550002,47,171.814551
50.550002,47,171.855742
50.550002,47,171.896971
