1608418125.03	2000	1.000000	0.000	28717	25	0
1608418125.13	2000	1.898138	0.000	460475	102	2
1608418125.90	4000	2.128777	0.000	1121405	219	2
1608418126.48	20000	2.541466	0.000	3191121	587	4
1608418126.80	20000	3.226050	0.000	1661718	315	20
1608418127.05	20000	3.971067	0.000	1315024	255	20
1608418127.20	20000	4.824093	0.000	698359	147	20
1608418127.35	20000	5.671351	0.000	730082	153	20
1608418128.14	20000	5.887262	0.000	4047415	784	20
1608418128.81	20000	6.212844	0.000	2863079	674	20
1608418129.81	20000	6.217108	0.000	4167844	996	20
1608418131.40	20000	5.627105	0.000	5571764	1590	20
1608418132.94	20000	5.084514	0.000	4925652	1543	20
1608418133.97	20000	5.056824	0.000	2030157	1028	20
1608418134.61	16000	5.411039	0.000	1712120	646	12
1608418135.23	16000	5.797008	0.000	1662097	614	16
1608418135.33	16000	6.692461	0.000	243072	105	16
1608418135.74	20000	7.284994	0.000	1113969	407	16
1608418136.12	20000	7.909152	0.000	820127	376	20
1608418140.77	2000	4.254908	0.000	561148	768	-16
1608418141.18	2000	4.845834	0.000	471077	409	2
1608418141.42	2000	5.605848	0.000	384976	240	2
1608418141.67	2000	6.357137	0.000	400244	249	2
1608418142.10	4000	6.924978	0.000	821406	432	2
1608418142.33	4000	7.695281	0.000	576666	230	4
1608418142.50	4000	8.529995	0.000	399536	165	4
1608418144.50	8000	7.524640	0.000	4647286	2005	4
1608418145.62	4000	7.401122	0.000	2158640	1124	0
1608418145.79	2000	8.233548	0.000	184468	168	0
1608418146.96	4000	8.062185	0.000	355918	1171	2
1608418147.35	2000	8.675467	0.000	176954	387	0
1608418148.00	4000	9.022100	0.000	336592	653	2
1608418148.06	4000	9.965897	0.000	257949	56	4
1608418148.11	4000	10.910115	0.000	254944	56	4
1608418148.17	4000	11.850743	0.000	280530	59	4
1608418148.29	8000	12.731120	0.000	709811	120	4
1608418148.45	8000	13.571188	0.000	997014	160	8
1608418148.59	12000	14.438753	0.000	801103	132	8
1608418148.70	12000	15.322422	0.000	686354	116	12
1608418148.91	16000	16.110581	0.000	1366872	212	12
1608418149.92	20000	16.104951	0.000	2536859	1006	16
1608418150.98	16000	16.040922	0.000	2595110	1064	12
1608418151.56	12000	16.461419	0.000	1818385	580	8
1608418151.86	12000	17.167531	0.000	890138	294	12
1608418152.61	16000	17.411489	0.000	3005751	756	12
1608418153.04	12000	17.987591	0.000	1735323	424	8
1608418153.37	16000	18.652130	0.000	1498439	335	12
1608418153.67	16000	19.352244	0.000	1329461	300	16
1608418153.96	16000	20.068156	0.000	1254418	284	16
